食品番号,理由,スコア
10339,ゆでたたらばがには加熱済みの甲殻類で良質なタンパク源となりやすい,9
06159,チコリの若芽は葉物野菜として利用可能で、風味はあるが素材として問題ない,8
06264,ゆでたブロッコリーの花序は加熱済みの野菜で犬のレシピ素材として適している,9
16033,玉露（緑茶）はカフェインを含み犬にとって有害となるため利用不可に近い,1
11204,生のやぎ肉は赤肉としてタンパク源になるが生肉特有の細菌リスクがあるため生のまま扱う際は注意が必要,7
10456,養殖くろまぐろの天ぷらは加熱済みの魚料理で利用可能だが衣や油分を含む点に留意,8
11005,牛肉は良質なタンパク源。生肉は細菌リスクがあるため注意が必要。,7
16042,ウーロン茶はカフェインを含み、犬に刺激や中毒症状を引き起こす可能性がある。,2
11049,焼き牛ももは良質なタンパク源で犬のレシピ素材として適している。,9
15114,チョコレートはテオブロミン・カフェインを含み、犬に有害で絶対に避けるべきである。,1
10018,生の海水魚は刺身用でも寄生虫や細菌のリスクがあり注意が必要である。,6
05029,ヘーゼルナッツはナッツ類で消化不良や高脂肪によるリスクがあるため注意が必要である。,5
04064,乾燥小豆は十分に加熱して調理する前提の食材で、未調理だと消化しにくい可能性がある。,6
06397,加熱したブロッコリーは栄養豊富で犬の素材として適している。,8
06201,菜花類の生葉茎は一般的に安全で、野菜素材として利用可能である。,8
06047,ゆでかぼちゃは消化に優れ、犬に適した野菜素材である。,9
15010,和生菓子は加工度や糖分が高く、素材として使う際は注意が必要である。,5
11009,牛肉は良質なタンパク源。生肉は細菌リスクがあるため注意が必要。,7
15024,タルト等の加工菓子は砂糖や脂肪を多く含み、素材としては慎重な取扱いが必要である。,5
04059,生の大豆由来の湯葉は消化酵素阻害の懸念があり、加熱が望ましい。,5
11161,生の豚肉はサルモネラや寄生虫のリスクがあり、生食では注意が必要である。,5
18053,お好み焼きは複合調理済み食品で調味料や具材が混在しており、素材としては不向きな場合がある。,3
10180,生干しの魚は塩処理があるが、生魚として寄生虫や細菌のリスクがある。,6
01180,揚げた春巻きの皮は高脂肪の加工品で消化に負担がかかる可能性がある。,5
08038,きくらげの油炒めは栄養面で安全な食材であり、利用可能である。,8
07005,アテモヤの果肉は犬に対して一般に安全だが、種子は有害で除去が必要である。,8
15150,草もちの餅と小豆あんは素材として使用可能だが、もちの粘着性に注意が必要,6
11317,ランチョンミートは豚肉を加工した食品でタンパク源として使えるが加工度が高い,6
16048,ココアはテオブロミン・カフェインを含み、犬に対して神経・心臓毒性があるため禁止,1
07172,ブルーベリーは抗酸化作用のある果実で安全（乾燥は糖濃縮に注意）,7
01210,くるみはジュグロンなど有害成分を含み犬に危険なため禁止,1
15008,かしわもちは餅とこしあんを含む和菓子で素材として使用可能だが粘着性に注意,6
06015,生の枝豆（大豆）はトリプシンインヒビターなどを含み消化不良を起こす可能性があるため生では注意,4
10215,とびうおは良質な魚たんぱく源だが生は寄生虫・細菌リスクがある,7
01025,天ぷら用プレミックス粉（小麦粉）は調理用の安定した素材として使用可能,8
10019,あまだいの水煮は加熱済みの魚で良質なタンパク源として安全に使える,9
10356,切りいかのあめ煮は味付けされた加工食品だが加熱済みで素材として使える可能性がある,6
10308,焼きはまぐりは加熱済みの貝類でタンパク源として利用可能,7
10332,がざみ（カニ）生は生食による細菌・寄生虫リスクがあるため注意が必要,5
17119,減塩みそは発酵大豆製品で調味料として少量使用可能,7
11019,和牛もも（生）は良質なタンパク源だが生は細菌リスクがある,7
17139,低塩うすくち醤油は調味料として使用可能（塩分量に配慮）,7
08046,ぶなしめじの油いためは加熱済みのきのこで使用可能だが油分に配慮,8
10184,したびらめ生は良質な魚だが生は寄生虫・細菌リスクがある,7
10132,さくらます生は栄養価の高い魚だが生は寄生虫・細菌リスクがある,7
02013,生のみずいも（里芋類）は刺激性の成分を含み消化器刺激や不快感を起こすため加熱が望ましい,4
09032,海藻でミネラル源。乾燥品で調理しやすく犬の素材として適する,8
11186,加工肉で塩分や添加物が多く、素材としては注意が必要,5
10367,海産加工品で風味が濃く塩分も高めのため少量向きの素材,6
11106,味付けされた缶詰で調味料が多いが加熱済みの肉原料として利用可能,5
15100,菓子類で糖脂肪が高く加工品のため素材としては限定的,5
10044,生の海水魚は寄生虫や細菌のリスクがあり、加熱が望ましい,6
11110,生の赤身肉は菌や寄生虫リスクがあるため加熱が望ましいが肉質は良い,7
10307,加熱済みの貝類でタンパク源として利用しやすい,8
06104,漬物は塩分が高めだが生姜自体は安全で風味付けに使える,6
13047,乳製品で脂肪や乳糖が多く消化に負担がかかる場合がある,5
01004,オートミールは良質な穀物で食物繊維・エネルギー源として適する,9
11143,生の豚肉は寄生虫や細菌リスクがあるため必ず加熱が必要,5
15163,和菓子で糖分が高く加工品のため素材としては限定的,4
10179,生の海水魚で寄生虫や細菌リスクがあり、加熱が望ましい,6
15090,アルコール含有のため犬には有害で使用不可,1
10133,焼き魚で加熱済みの良質なタンパク源として適する,9
05031,マカダミアナッツは犬に神経毒性があり絶対に与えてはいけない,1
07053,果実は一般に問題なく利用可能で風味付けに使いやすい,7
10280,生の貝類は食中毒や寄生虫のリスクがあるため加熱が望ましい,5
06036,生の根菜で消化に問題が少なくレシピ素材として適する,8
04075,ゆでたえんどうは加熱済みで消化に良く、炭水化物や食物繊維を供給するため犬の素材として適切,8
17115,ゆずこしょうは香辛料で辛味が強く消化器刺激があるため素材としては注意が必要,3
07150,りんごの濃縮還元ジュースは果実由来で与えられるが加工品の糖分が高めなためやや控えめに扱う,7
15125,揚げパンは油脂や糖分が高く加工度も高いため頻用には向かないが少量使用は可能,5
07117,干しぶどう（レーズン）は犬に急性腎不全を引き起こす可能性があり禁忌,1
01098,玄米のおもゆは消化にやさしい炭水化物源で調理済みのため犬の素材として適切,9
06321,わけぎはネギ属に含まれ、溶血性貧血を引き起こす成分があるため犬には有害,1
03019,ぶどう糖（グルコース）は即効性の糖源として使えるが純粋な糖類なので過用は避ける,6
13006,脱脂乳はタンパク質やカルシウムが含まれるが乳糖不耐がある犬もいるため量に注意,7
16045,コーヒー（浸出液）はカフェインを含み神経・心臓に影響を与えるため犬には有害,1
10234,ひらめの生は海水魚の刺身用に近く比較的扱いやすいが生食ゆえに細菌や寄生虫のリスクがある,7
13031,エダムチーズは良質な脂質・たんぱく源だが塩分や脂肪があるため量に注意すれば使用可能,7
15061,ボーロは加工菓子で糖質中心だが少量でおやつ的に使える素材,6
17132,昆布だしは旨味を与える海藻由来のだしで風味付けに適するがヨウ素含有に留意,7
06300,よめな（葉）は葉物野菜で栄養源になり得るため生でも素材として問題ない,7
13022,植物性のコーヒーホワイトナーは加工度が高く脂肪・添加物が含まれるため素材としては慎重に使う,5
11167,生の豚じん臓は生食による寄生虫・細菌リスクがあるため生のまま与えるのは注意が必要,5
17075,にんにく（ガーリック）はネギ属で犬にとって溶血性貧血などの危険があるため禁忌,1
07111,ドラゴンフルーツ（生）は果肉が安全で水分・ビタミンが取れるため素材として適切,8
01155,発芽玄米のめしは炭水化物や一部栄養素があり加熱済みで消化に良いため使用可能,9
15124,砂糖や餅を含む加工和菓子で加工度が高いが、素材としては利用可能,6
01074,小麦製の生皮（ぎょうざの皮）は主原料として問題なく使用可能,7
10405,水煮のさばは加熱済みで良質な蛋白源。骨に注意,9
06281,香味野菜の一種で生でも与えられるが刺激があるため扱いに注意,7
18021,衣や揚げ油を含む惣菜的なフライで加工度・脂質が高い,4
10270,生の海水魚は寄生虫・細菌リスクがあるため加熱が望ましい,7
10013,開き干しは保存魚で良質な蛋白源だが塩分に注意,8
10387,魚肉練り製品は加工度が高く塩分・添加物を含む可能性がある,6
11207,生の家禽類はサルモネラ等の病原菌リスクがある,5
07118,ぶどう由来の飲料は犬に有害で腎障害を引き起こす可能性がある,1
14029,有塩マーガリンは高脂質・塩分の加工品で常用の主原料には不向き,5
10127,焼きのます類は加熱済みで良質な蛋白源,9
09003,乾燥のりは栄養価があり風味付けに使えるがヨウ素含量に注意,8
17133,魚醤は高塩分の調味料で使用量を制限すべき,4
17108,冷やし中華のたれは調味料で塩分・糖分が高めのため扱いに注意,4
14021,ファットスプレッドは加工脂肪製品で高脂肪・加工度が高い,5
01102,玄米は繊維が多い穀物で栄養源として使えるが消化性に注意,8
06407,にんじんは犬に適した野菜でビタミン・食物繊維の供給源になる,9
10394,焼きあじは加熱済みの良質な蛋白源。骨に注意,9
01043,乾燥そうめん・ひやむぎは小麦由来の炭水化物源として使用可能,8
01124,そば粉は良質な炭水化物と植物性たんぱく源で犬のレシピ素材として適する。アレルギーに注意。,8
10183,焼きししゃもは良質な魚由来のたんぱく源でDHA等を含む。骨は除去して使用する。,9
15038,練りようかんは加糖された菓子で糖分が多いが有害成分は含まれない。おやつ的に限定する。,6
18039,もやしのナムルは調味済みでニンニクや香辛料が使われる場合があり、成分により注意が必要。,4
17137,ぽん酢しょうゆは風味付けに有用だが塩分・酸味が強い調味料であるため使用量に注意が必要。,4
10266,まながつお（生）は良質な魚だが生食は細菌や寄生虫のリスクがあるため注意が必要。,7
10227,はぜの甘露煮は加熱済みの魚でたんぱく源として利用できるが、甘辛いタレで塩分・糖分が高め。,6
13040,プロセスチーズはカルシウムやたんぱくを含むが脂肪・塩分が高めで、一部の犬は乳糖不耐がある。,7
10408,まだい（養殖・生）は良質な魚だが生食は微生物リスクがあるため注意が必要。,7
11034,牛かたロース（生）は高品質なたんぱく源だが生では細菌リスクがあるため加熱が望ましい。,7
10097,かつお油漬缶（フレーク）は調理済みの良質なたんぱく源だが油分・塩分に注意が必要。,9
18048,八宝菜は混合調理済みで具材や調味料が多様なため、玉ねぎ等の有害成分が含まれる場合は避けるべき。,4
07180,焼きりんご（皮つき）は果肉が消化しやすく良い素材。芯と種は除去して使用する。,8
07041,オレンジ（果肉）はビタミン源だが酸味が強く、皮や種は除去して使う。,8
06112,干しずいきのゆで物は加熱済みで与えやすい野菜性素材。ただし植物特有のアクに注意。,7
10026,養殖あゆ（焼き）は調理済みの良質なたんぱく源で安全性が高い。骨の除去を行う。,9
13038,パルメザンはカルシウムやたんぱくを含むが塩分が高く、少量での使用が望ましい。,7
15043,おこしは米ベースの伝統菓子で基本的に安全だが加糖・加工度が高くおやつ向け。,6
14006,調合油は必須脂肪酸やエネルギー源として有用だが高カロリーである点に注意。,9
15105,キャラメルは糖分と粘着性が高く消化不良や歯への影響が懸念され、犬には不向き。,5
18030,親子丼の具は複数の調味料や加工成分が含まれることが多く、素材としては成分が不明瞭なため注意が必要。,4
06069,ピクルスはきゅうり自体は安全だが酢や糖分・塩分で味付けされた加工品のため使用量に注意が必要。,6
06057,ゆでかんぴょうは調理済みの植物性素材で消化されやすく犬のレシピ素材として適している。,8
15106,ラムネは高糖質の菓子で栄養的に優先度が低く、与えるならごく少量に限るべき。,5
10199,生のすけとうだらは寄生虫や細菌のリスクがあるため、生のまま素材として使うのは慎重を要する。,6
01144,乾の即席中華めんは小麦および油で加工された食品であり、素材としては加工度が高い点に注意が必要。,6
06290,ゆでたブラックマッペもやしは調理済みで消化に良く、犬のレシピ素材として適している。,8
11042,生の牛リブロース（脂身）は良質な動物性脂質・タンパク源だが、生肉由来の微生物リスクがある。,7
15046,かりんとうは油と糖分の多い揚げ菓子で、頻繁に与えるべきではない。,5
09024,素干しの海藻（戻し）はミネラル源として利用できるが、ヨウ素含量に注意しつつ少量で使える。,8
10271,生のめばるは海水魚だが生食では寄生虫・細菌リスクがあるため加熱推奨で生は慎重に扱う。,6
11272,焼いた牛ひき肉は加熱済みの良質なタンパク源で犬のレシピ素材として適している。,9
07046,オレンジのマーマレードは果皮を含む加工品で糖分も高く、柑橘の皮成分に注意が必要。,4
01185,軟らかく炊いた精白米は消化に優れ、犬のレシピ素材として適している。,9
06297,ゆでたゆりね（りん茎）はでんぷん質の野菜素材として利用可能だが、初回は少量で様子を見るべき。,7
17091,バルサミコ酢は少量の風味付けには使えるが酸性が強いため多量使用は避けるべき。,7
02037,ゆでたくずきりは加熱済みのでん粉食品で消化に良く犬の素材として適している。,8
11195,焼き豚は加熱済みの豚肉だが調味料や塩分・糖分が含まれる加工品なので使用量に注意が必要。,6
06311,ゆでたルバーブの葉柄（茎）は調理済みで使えるが、葉は有害成分を含むため葉は除く必要がある。,7
06400,濃縮タイプの野菜ミックスジュースは加工度が高く栄養組成が偏りやすいので少量での利用が望ましい。,6
11197,豚のレバーは良質なタンパク源でビタミン・ミネラルが豊富で素材として適するため。,8
10053,生の小型海水魚は寄生虫や細菌リスクがあるため、生食は注意が必要。,6
10157,さば節は乾燥加工された魚加工品で旨味があり素材として利用しやすい。,8
18014,えびピラフは複合調理済みの惣菜で味付けが強く素材としての汎用性は低め。,3
01080,玄米は食物繊維や栄養が豊富で穀類として犬の素材に適する。,9
09007,素干しのいわのりは乾燥海藻でミネラルが豊富な素材として使いやすい。,8
10360,生のタコは生食による寄生虫・微生物リスクがあり注意が必要。,5
10078,生の海水魚は寄生虫や細菌のリスクがあるため生食は注意が必要。,6
16056,ケール粉末の青汁は栄養補助として利用可能だが濃縮品である点に留意。,7
11313,焼き済みの豚頭部は加熱された肉類で良質なタンパク源として適する。,9
17077,バジルなどの香辛料は消化器への刺激があり使用量に注意が必要。,4
04044,蒸し豆腐ちくわは加熱済みの大豆由来加工品で素材として使いやすい。,7
17071,タイムなどの香辛料は消化器刺激の可能性があり使用は控えめにする必要がある。,4
06388,いぶりがっこは漬物で塩分や燻製風味が強く、加工品としての使用は限定的。,6
01182,黒米は栄養価の高い穀類で犬の素材として適している。,9
11200,生の羊肉は生食でのリスクがあるため、生のままの使用は注意が必要。,7
11117,生の豚肉は細菌・寄生虫リスクがあるため生食は避けるべきで注意が必要。,5
08018,栽培されたほんしめじは一般に安全な食材だが、生では消化性に注意が必要。,7
06279,茹でた糸三つ葉は加熱済みの葉物で風味付けや彩りの素材として適する。,8
03024,水あめは糖度の高い甘味料だが少量の風味付けとしては使用可能。,6
11041,牛肉は良質なタンパク源だが生肉は細菌リスクがあるため注意が必要,7
01048,ゆでた中華めんは消化しやすい炭水化物源でレシピ素材として使用可能,8
06224,にんにく類は溶血性貧血を引き起こす成分があり犬には危険,1
10110,海の魚の生は寄生虫や細菌のリスクがあり生食は注意が必要,7
11028,牛ランプ肉は良質なタンパク源だが生肉は細菌リスクがあるため注意が必要,7
10079,海水魚の生は寄生虫や細菌リスクがあり生食は注意が必要,7
06260,若ざや（いんげん類）は野菜性の良い素材で少量なら利用可能,8
15113,マシュマロは砂糖主体の菓子で栄養価が低く使用は限定的,5
15045,かりんとうは油と砂糖が多い和菓子で素材としては限定的,5
06035,ゆでたかぶの葉はビタミンや食物繊維が豊富で使用可能,9
10247,ほっけは良質な蛋白源だが塩漬けのため塩分に注意が必要,6
17019,かつおだしは旨味源として有用だが濃度や塩分に注意が必要,7
10439,水煮のサケは加熱済みで良質なタンパク質・脂肪酸源として適する,9
15053,しおがまは和菓子で糖分や加工度が高く使用は限定的,5
01070,焙焼した小麦の外皮は食物繊維が多く過剰だと消化負担になるため限定的に使用,5
18044,コーンクリームコロッケは揚げ物の複合調理品で油脂や調味料が多く素材向きではない,3
18050,合いびきハンバーグは複合調理済みで調味料や添加物が含まれることが多く素材向きではない,3
06194,素揚げのなすは果肉自体は安全だが油分が多い調理法のため使用は限定的,6
07022,梅干しは塩分が非常に高く塩分管理の観点から使用は限定的,4
15180,チョコレート含有でテオブロミンによる中毒リスクがあるため犬には禁忌,1
10067,養殖うなぎの生は寄生虫や細菌のリスクがあり、生食は犬にとって安全性に欠けるため慎重を要する,5
10152,ますのすけ（生）は寄生虫や細菌のリスクがあり、生の魚介としては慎重に扱う必要がある,6
06222,生のミニキャロットは噛みやすく食物繊維やビタミンが摂れるため素材として適している,8
17076,にんにくはアリルプロピルジスルフィドを含み溶血性貧血のリスクがあるため犬には禁忌,1
17010,再仕込み醤油は塩分が高く調味料としての利用に限るべきで、主材料には不向きな点がある,5
10086,かつお（生）は寄生虫や細菌のリスクがあり、生での使用は慎重を要する,6
10395,まいわしのフライは揚げ油や衣、塩分が多く含まれるため素材としては不適切傾向がある,3
06040,かぶの塩漬け葉は漬物のため塩分や漬け調味料が強く、使用は限定的にすべきである,4
17069,おろし生姜は香辛料に分類され刺激性があるため少量の利用が適している,4
07025,うめの果実飲料は果汁濃縮や糖分が高く加工品であるため主材料としてはやや不向き,6
07143,生のゆず果汁は酸味や濃縮成分が強く、使う場合は少量での風味付けに限るべきである,6
16003,清酒はアルコール含有で中枢神経抑制などを引き起こすため犬には禁忌である,1
07125,ブルーベリー自体は安全だがジャムは糖分が高く加工品であるため使用は限定的が望ましい,6
16031,ベルモットはアルコール飲料であり犬にとって有害であるため使用不可である,1
15097,ハードビスケットは加熱済みの穀類製品で間食として使えるが加工食品である点に留意が必要,6
07186,冷凍の赤すぐりは果実として利用可能で、適量であればトッピング等に適している,7
15026,和生菓子（小豆あん入り）は糖分や加工度が高く主材料には不向きで使用は限定的が望ましい,4
11276,とんかつ（豚ロース揚げ）は揚げ物で脂質や衣が多く、犬の素材としては不向きである,4
15155,大福もち（つぶしあん）は粘性・糖質が高く詰まりやすいため頻用は避けるべきである,3
10101,まがれいの水煮は加熱済みで良質な魚蛋白源となり、犬のレシピ素材として適している,9
02061,ゆでた緑豆はるさめは消化しやすい炭水化物で犬のレシピ素材として適する,8
07008,果皮・核除去の乾燥あんずは果肉由来で与えやすいが糖分に注意,7
10452,蒸したまぐろ赤身は良質なタンパク源で加熱済みのため素材として適す,9
10301,生のとこぶし（貝類）は生食による細菌・寄生虫リスクがあるため注意が必要,5
15160,かるかんまんじゅうは加工菓子で砂糖や添加物が含まれるため素材としてはあまり適さない,4
04052,豆乳は植物由来のタンパク質・水分供給源として利用可能だが過剰は避ける,7
14017,有塩バターは脂質・塩分が高めのため少量利用に限られる,6
01149,生パスタ（小麦製）は原料として問題はないが生のままは調理が前提なので素材評価は中程度,6
05046,チアシードは食物繊維が豊富で少量なら利用可能だが水分で膨張する点に注意,7
11023,生の和牛（牛肉）は良質なタンパク源だが生食には細菌リスクがあるため注意が必要,7
04016,煮たうぐいす豆（えんどう類）は加熱済みで消化しやすく素材として適する,8
15142,こんにゃくゼリーは窒息や詰まりのリスクがあり犬には注意が必要,5
08041,油いためのしいたけは可食のきのこで加熱済みだが油分が増えるため使用は適度に,8
09053,乾燥ひじきは海藻の一種で微量成分に注意しつつ少量であれば利用可能,6
10212,生のナイルティラピアは淡水魚で生食だと寄生虫・細菌リスクが高い,4
11140,生の豚ヒレは生食だと寄生虫や細菌のリスクがあるため注意が必要,5
17025,中華だしの備考にねぎ（ネギ属）が含まれており、ネギ類は犬に有害で避けるべき,1
08056,ぶなしめじの天ぷらは揚げ物で油分・衣が含まれるため加工食品として利用は限定的,3
10024,焼きあゆ（内臓含む）は加熱済みの魚でタンパク源として利用可能だが内臓の風味に注意,8
06374,冷凍ゆでグリンピースは加熱済みで消化しやすく犬のレシピ素材として適する,8
06383,ゆで済みの冷凍ミックス野菜（グリンピース、コーン、にんじん）は消化に良い野菜素材で犬に適している,8
10242,焼きぶりは良質な動物性たんぱくで加熱済みのため犬の素材として適切,9
06270,ホースラディシュ（生）は辛味が強く消化器や口腔を刺激しやすい香辛料に該当するため注意が必要,3
01093,精白米のかゆは消化性が良い炭水化物源で犬の素材として適している,9
10260,水煮ツナ缶は加熱処理された魚でたんぱく源として使える（塩分に注意）,8
11231,生の鶏心臓は生肉として細菌リスクがあるため生食では注意が必要,5
10135,水煮のしろさけ（加熱済み）は良質なたんぱく源で犬に適している,9
06174,ゆでとうがんは加熱済みの野菜で消化に良く犬の素材として適している,8
07119,ぶどう果実飲料（濃縮還元ジュース）はぶどう由来で犬に有害なため与えてはいけない,1
15048,磯部せんべいは加工度の高いスナックで素材としては使えるが加工食品で注意が必要,5
15006,ういろう（和生菓子）は加糖・加工度が高い甘味食品で素材としては慎重な扱いが望ましい,5
10011,むろあじ（生）は生の海水魚で寄生虫や細菌リスクがあり生食は注意が必要,6
15027,どら焼（つぶしあん入り）は加工甘味食品で犬には与えられるが加工度と糖分に注意が必要,5
01175,耳を除いた食パンは消化可能な炭水化物源で犬の素材として使用可能,6
06064,生のレッドキャベツは野菜として安全でビタミンや食物繊維の供給源になる,8
06238,生バジルは一般に毒性がなく香り付けに使えるが風味が強い点に注意,8
15036,もなか（こしあん入り）は加糖の和菓子で加工度が高く甘味が中心のため慎重に扱うべき,5
10287,あわび塩辛は発酵・塩蔵の魚介加工品で高塩分や原料由来のリスクがあり犬には不向きな面がある,4
01087,七分つき米は穀類として消化可能で犬の素材として使用できる,8
16006,ビールなどのアルコール飲料は中枢神経抑制を引き起こすため犬には絶対に与えてはいけない,1
04049,発酵した大豆製品で消化性が高く植物性タンパク源として利用できる,8
10116,海水魚の生食は寄生虫・細菌リスクがあるため、加熱が望ましい,7
10058,みりん干しは塩や調味を含む加工魚で風味はあるが塩分等に注意が必要,6
18038,調理済みの惣菜で複数の調味料・香辛料が使われることが多く素材としては慎重を要する,4
06403,カットしたキャベツは食物繊維が豊富で犬に与えやすい野菜,8
02028,キャッサバでん粉は消化しやすい炭水化物源だが栄養密度は低い,7
01035,クロワッサンは高脂肪・加工食品で頻繁な使用は避けるべき,5
17098,ごまだれは油脂・塩分・調味を含むため風味付けとして少量での使用が適切,5
01203,即席カップめん（添付調味料含む）は複合加工品で塩分や香辛料が多く素材としては不向き,3
08027,ゆでたひらたけは加熱済みで消化しやすく利用しやすいきのこ類,8
10245,ホキの生食は寄生虫・細菌リスクがあるため加熱が望ましい,7
01195,インスタント麺のめん（スープを残したもの）は加工小麦製品で利用可能だが加工度や添加物に留意,5
13056,モッツァレラはタンパク質源として利用でき、少量であれば与えやすい乳製品,8
17013,食塩は調味料として使用可能だが使用量は極めて少なくする必要がある,6
13050,チーズホエーパウダーは乳由来の良質なタンパク源として利用できる,8
06326,干しわらびは適切な処理が必要な山菜で、未処理のままでは注意が必要,4
06271,まこも（茎）は食用の茎野菜で素材として利用しやすいが生はやや消化に硬さがある,7
09009,えごのり（おきうと）は海藻由来でミネラルを含むがヨウ素などに注意が必要,7
11074,牛ばら（脂身つき・生）は良質なタンパク源だが脂肪が多く加熱調理が望ましい,7
06355,生ほうれんそうはビタミン・ミネラルが豊富だがシュウ酸を含むため与える量に注意が必要,7
06312,生の葉物で水分・食物繊維が多く消化に良いため犬の素材として適している,8
10264,加熱・加工済みの魚（ツナ缶）で良質なたんぱく源だが油分はやや多め,8
10005,焼き魚で消化しやすく良質なたんぱく源として適している,9
17054,アルコール含有の調味料で犬に有害となるため使用不可,1
06331,加熱済みの芽野菜で与えやすく栄養補助に適している,8
10424,生の海水魚は寄生虫や細菌リスクがあるため注意が必要,6
01212,米粉を使ったロールパンは炭水化物源として利用可能だが加工品である,7
07004,果汁が少ない飲料で加工度・糖分が高めのため使用量に注意が必要,6
10471,生のタコは寄生虫やビタミン関連のリスクがあるため注意が必要,5
01014,未加工の硬質小麦は加工して炭水化物源として利用できる,6
05015,けし（ポピーシード）は風味付け等に使われるが過剰摂取は避けるべき加工素材,5
10072,味付けの干物はたんぱく源だが加工・塩分に注意が必要,6
01158,米粉は消化の良い炭水化物源で犬の素材として適している,9
01189,油揚げの即席麺は加工度・脂質が高く使用量や成分に注意が必要,5
18005,コーンクリームスープは加工度が高く乳成分や調味料に注意が必要,5
10312,水煮の帆立は加熱済みで良質なたんぱく源として適している,8
06215,茹でたにんじんは消化に良くビタミンや食物繊維が豊富で適している,9
14025,精製植物油は脂肪源として利用できるため素材として適している,8
04014,揚げ豆（グリンピース）はたんぱく源だが油脂や加工度が高いため注意が必要,6
01085,玄米は炭水化物と食物繊維の良い源だが消化性に注意が必要,8
01075,小麦は炭水化物源として利用できるが、生の生地は消化や衛生面の懸念があるため加熱推奨,7
06118,ゆでたせりは柔らかく消化しやすい葉茎野菜で栄養補助に適する,8
06276,根みつば類の葉はハーブ的に使え、少量で風味付けや栄養補助に適する,8
06119,セロリは低カロリーで食物繊維が豊富だが繊維質が強く大きめでは消化しにくい可能性あり,7
11246,ラムは良質な動物性たんぱく源だが生では感染リスクがあるため注意が必要,7
06048,かぼちゃは消化に良い繊維や栄養が豊富で犬に適した素材（調理で使いやすい）,8
11113,くじらは動物性たんぱく源として利用可能だが、原料由来の留意点（汚染物質など）に注意,9
11291,焼いた鶏ひき肉は良質なたんぱく源で調理済みのため安全性が高い,10
01122,そば粉は穀物由来の炭水化物・たんぱく源として利用できるがアレルギー注意,7
06041,塩漬け漬物は加工食品のため塩分や発酵の影響があり、少量での利用が望ましい,6
15013,ぎゅうひは砂糖やでんぷんを含む加工菓子で嗜好性はあるが主原料としては加工度が高い,5
06216,冷凍にんじんは栄養価が高く使いやすい野菜素材で犬のレシピに適する,8
01165,コーンフラワーは炭水化物源として利用可能だが加工原料である点に留意,7
02018,蒸したじゃがいもは調理済みで消化しやすく犬のレシピ素材として適している,8
10261,水煮ツナ缶は良質な魚由来のたんぱく源で調理済みのため扱いやすい,9
07078,すだちの果皮は精油を多く含み消化器を刺激する可能性があるため注意が必要,3
10075,生の川魚は寄生虫や細菌のリスクが比較的高く、生食は注意が必要,4
01138,はとむぎは穀類として利用でき、穀物由来の補助素材として適する,7
06329,トウミョウ（えんどうの芽）は生でも利用できる若芽で風味付けや栄養補助に適する,8
10407,さんまの生は海水魚でも生食では寄生虫や鮮度の影響があるため加熱が望ましい,6
07102,缶詰のパインアップルは果肉自体は問題ないが、ヘビーシラップで糖分が高めのため素材としてはやや加工感がある,6
10161,塩さばの加工品は良質な魚蛋白と脂肪酸を含むが塩分があるため調味用途としては注意が必要,6
12017,たまご豆腐は卵由来の良質なたんぱく源で加熱済みの加工品として使いやすい,8
01016,薄力粉は一般的な炭水化物素材で調理して使う分には問題ない,8
10401,ぎんだらの水煮は加熱済みの魚で良質な蛋白と脂肪酸を含み素材として適している,9
08042,生しいたけは食用きのこで栄養価があり加熱して与えるのが望ましいが原料として問題ない,7
10194,まだいの皮つき水煮は加熱済みの白身魚で良質な素材、骨等は除去して使用可能,9
10055,しらす干しはカルシウムと蛋白源として有用だが塩分が含まれる場合があるため量に注意,8
11158,生の豚肉はトリヒナや細菌のリスクがあるため生食では避けるべき,5
10074,生の海水魚も寄生虫や細菌のリスクがあるため生のままの利用は注意が必要,6
11116,生の豚肉（かた部）も寄生虫・細菌リスクがあるため生のままの使用は推奨されない,5
04055,粒状大豆たんぱくは加工された植物性たんぱく源で使いやすく栄養補給に適する,8
06332,焼き西洋かぼちゃは加熱済みで消化に良く、繊維やビタミン供給源として優れる,9
01009,ゆでた大麦めんは加熱済みの穀類で消化しやすく犬の食材として使いやすい,8
05027,フライで味付けされたひまわりは油脂・塩分が高い加工菓子寄りのため素材としては不向き寄り,4
01095,半つき米のかゆは加熱済みで消化しやすい炭水化物源として適している,9
17146,減塩タイプの食塩は調味料であり過剰使用は避けるべきだが少量の調味には使用可能,5
04071,乾燥全粒のりょくとう（緑豆など）は栄養価のある豆類だが加熱調理が必要な点に注意,7
08008,乾燥しろきくらげは伝統的に利用される食用きのこで、戻して加熱すれば素材として適切,7
04048,納豆は発酵大豆でたんぱくおよび発酵微生物を含み、素材として利用可能だが風味が強い,7
11085,牛ヒレは良質なタンパク源だが、生肉は細菌や寄生虫のリスクがあるため慎重を要する,7
07095,なつめ（乾）は果実として与えやすく利用可能だが糖分が高めなので少量向き,7
10288,あわび水煮缶は加熱済みの良質な魚介タンパクで素材として使いやすい,8
06122,干しぜんまいは山菜の乾燥品で利用可能だが下処理や調理が必要な点に注意,7
07003,アセロラ（生）は果実として安全で少量であれば利用しやすい,8
01142,ライむぎ全粒粉は穀類として炭水化物源になり素材として適している,8
08050,エリンギ油いためは調理済みのきのこで風味があり使用可能,8
01171,天ぷら用プレミックス粉は加工度が高く揚げ物用途のため素材としてはやや不向き,6
