food_number,food_name,embedding_text
10015,＜魚類＞　あなご　生,anago conger conger eel eel あなご アナゴ 生 穴子 魚類
10016,＜魚類＞　あなご　蒸し,anago conger conger eel eel あなご アナゴ 穴子 蒸し 魚類
10017,＜魚類＞　あまご　養殖　生,amago あまご ようしょく アマゴ ヨウショク 生 紅点鱒 養殖 魚類
10018,＜魚類＞　あまだい　生,amadai fish tile tilefish あまだい アマダイ 甘鯛 生 魚類
10019,＜魚類＞　あまだい　水煮,amadai tilefish あまだい さかな アマダイ 水煮 甘鯛 魚 魚類
10020,＜魚類＞　あまだい　焼き,amadai tilefish あまだい さかな アマダイ 焼き 甘鯛 魚 魚類
10021,＜魚類＞　あゆ　天然　生,ayu sweetfish あゆ さかな アユ 天然 川魚 生 魚 魚類 鮎
10022,＜魚類＞　あゆ　天然　焼き,ayu sweetfish あゆ さかな アユ 天然 川魚 焼き 魚 魚類 鮎
10023,＜魚類＞　あゆ　天然　内臓　生,ayu sweetfish あゆ はらわた アユ 内臓 天然 川魚 生 魚類 鮎
10025,＜魚類＞　あゆ　養殖　生,ayu sweetfish あゆ さかな アユ 川魚 生 養殖 魚 魚類 鮎
10026,＜魚類＞　あゆ　養殖　焼き,ayu sweetfish あゆ さかな アユ 川魚 焼き 養殖 魚 魚類 鮎
10027,＜魚類＞　あゆ　養殖　内臓　生,ayu sweetfish あゆ はらわた アユ 内臓 川魚 生 養殖 魚類 鮎
10028,＜魚類＞　あゆ　養殖　内臓　焼き,ayu sweetfish あゆ はらわた アユ 内臓 川魚 焼き 養殖 魚類 鮎
10030,＜魚類＞　アラスカめぬけ　生,alaska alaska rockfish menuke rockfish あらすかめぬけ めぬけ アラスカめぬけ アラスカメヌケ メヌケ 生 魚 魚類
10031,＜魚類＞　あんこう　生,anglerfish ankou monkfish あんこう アンコウ 生 魚 魚類 鮟鱇
10033,＜魚類＞　いかなご　生,ikanago いかなご さかな イカナゴ 生 魚 魚類
10034,＜魚類＞　いかなご　煮干し,ikanago いかなご にぼし イカナゴ ニボシ 煮干し 魚 魚類
10035,＜魚類＞　いかなご　つくだ煮,ikanago いかなご つくだに つくだ煮 イカナゴ 佃煮 魚 魚類
10037,＜魚類＞　いさき　生,fish isaki いさき イサキ 伊佐木 生 魚 魚類
10038,＜魚類＞　いしだい　生,beakfish ishidai striped striped beakfish いしだい イシダイ 生 石鯛 魚 魚類
10039,＜魚類＞　いとよりだい　生,bream golden golden threadfin itoyoridai threadfin threadfin bream いとより いとよりだい イトヨリ イトヨリダイ 求名魚 生 魚 魚類
10040,＜魚類＞　いとよりだい　すり身,bream fish golden golden threadfin itoyoridai paste threadfin threadfin bream いとより いとよりだい すりみ すり身 イトヨリ イトヨリダイ スリミ 魚 魚類
10041,＜魚類＞　いぼだい　生,butterfish ibodai いぼだい イボダイ 生 疣鯛 魚 魚類
10042,＜魚類＞　（いわし類）　うるめいわし　生,sardine urume urumeiwashi いわし いわし類 うるめ うるめいわし イワシ ウルメ ウルメイワシ 生 魚 魚類
10043,＜魚類＞　（いわし類）　うるめいわし　丸干し,sardine urume urume sardine いわし いわし類 うるめいわし まるぼし イワシ ウルメイワシ マルボシ 丸干し 魚類 鰯
10044,＜魚類＞　（いわし類）　かたくちいわし　生,anchovy japanese japanese anchovy いわし いわし類 かたくちいわし イワシ カタクチイワシ 片口いわし 片口鰯 生 魚類
10045,＜魚類＞　（いわし類）　かたくちいわし　煮干し,anchovy dried dried anchovy いりこ いわし いわし類 かたくちいわし にぼし カタクチイワシ ニボシ 煮干し 片口いわし 魚類
10046,＜魚類＞　（いわし類）　かたくちいわし　田作り,tazukuri いわし いわし類 かたくちいわし ごまめ たつくり イワシ カタクチイワシ 片口いわし 田作り 魚類
10047,＜魚類＞　（いわし類）　まいわし　生,japanese japanese sardine sardine いわし いわし類 まいわし イワシ マイワシ 生 真いわし 真鰯 魚類
10048,＜魚類＞　（いわし類）　まいわし　水煮,japanese japanese sardine sardine いわし いわし類 まいわし イワシ マイワシ 水煮 真いわし 真鰯 魚類
10049,＜魚類＞　（いわし類）　まいわし　焼き,japanese japanese sardine sardine いわし いわし類 まいわし イワシ マイワシ 焼き 真いわし 真鰯 魚類
10050,＜魚類＞　（いわし類）　まいわし　塩いわし,salted salted sardine sardine いわし いわし類 しおいわし まいわし マイワシ 塩いわし 塩鰯 真鰯 魚類
10051,＜魚類＞　（いわし類）　まいわし　生干し,japanese japanese sardine sardine いわし いわし類 なまぼし まいわし マイワシ 生干し 生干しいわし 真鰯 魚類
10052,＜魚類＞　（いわし類）　まいわし　丸干し,japanese japanese sardine sardine いわし いわし類 まいわし まるぼし マイワシ 丸干し 丸干しいわし 真鰯 魚類
10053,＜魚類＞　（いわし類）　めざし　生,mezashi いわし いわし類 めざし イワシ メザシ 生 目刺し 魚類
10054,＜魚類＞　（いわし類）　めざし　焼き,mezashi いわし いわし類 めざし イワシ メザシ 焼き 目刺し 魚類
10396,＜魚類＞　（いわし類）　しらす　生,shirasu shirasu whitebait whitebait いわし いわしの稚魚 いわし類 しらす イワシ シラス 生 生しらす 魚類
10445,＜魚類＞　（いわし類）　しらす　釜揚げしらす,kama-age kama-age shirasu shirasu whitebait いわし類 かまあげしらす しらす シラス 釜揚げ 釜揚げしらす 魚類
10055,＜魚類＞　（いわし類）　しらす干し　微乾燥品,dried dried shirasu shirasu いわし類 しらす しらす干し じゃこ ちりめん シラス シラス干し 微乾燥品 魚類
10056,＜魚類＞　（いわし類）　しらす干し　半乾燥品,dried dried shirasu shirasu いわし類 しらす しらす干し じゃこ ちりめん シラス シラス干し 半乾燥品 魚類
10057,＜魚類＞　（いわし類）　たたみいわし,iwashi sardine tatami tatami iwashi いわし いわし類 たたみいわし イワシ タタミイワシ 畳いわし 畳鰯 魚類
10060,＜魚類＞　（いわし類）　缶詰　水煮,can canned canned sardine sardine いわし いわし缶 いわし缶詰 いわし類 イワシ イワシ缶 水煮 缶詰 缶詰いわし 魚類
10062,＜魚類＞　（いわし類）　缶詰　トマト漬,canned canned sardine in sardine tomato いわし いわしトマト缶 いわし缶 いわし缶詰 いわし類 イワシ トマト漬 トマト煮 トマト缶 缶詰 魚類
10065,＜魚類＞　いわな　養殖　生,char iwana iwana japanese japanese japanese char いわな イワナ 岩魚 川魚 生 養殖 養殖いわな 養殖イワナ 養殖岩魚 魚類
10066,＜魚類＞　うぐい　生,fish ugui うぐい さかな ウグイ 生 魚 魚類
10067,＜魚類＞　うなぎ　養殖　生,eel fish unagi うなぎ さかな ウナギ 生 養殖 養殖うなぎ 魚 魚類 鰻
10069,＜魚類＞　うなぎ　白焼き,eel fish unagi うなぎ さかな ウナギ 白焼き 魚 魚類 鰻
10070,＜魚類＞　うなぎ　かば焼,eel fish unagi うなぎ かば焼 さかな ウナギ 魚 魚類 鰻
10071,＜魚類＞　うまづらはぎ　生,filefish fish umadzurahagi うまづらはぎ さかな ウマヅラハギ 生 馬面剥 魚 魚類
10073,＜魚類＞　えい　生,ei fish ray えい さかな エイ 生 魚 魚類
10074,＜魚類＞　えそ　生,eso fish えそ さかな エソ 生 魚 魚類
10075,＜魚類＞　おいかわ　生,fish oikawa おいかわ さかな オイカワ 生 魚 魚類
10076,＜魚類＞　おおさが　生,fish oosaga おおさが さかな オオサガ 生 魚 魚類
10077,＜魚類＞　おこぜ　生,fish okoze scorpionfish おこぜ さかな オコゼ 生 魚 魚類
10078,＜魚類＞　おひょう　生,fish halibut ohyou おひょう さかな オヒョウ 生 魚 魚類 鮃
10079,＜魚類＞　かさご　生,fish kasago rockfish かさご さかな カサゴ 生 魚 魚類
10080,＜魚類＞　かじか　生,fish kajika sculpin かじか さかな カジカ 生 魚 魚類
10081,＜魚類＞　かじか　水煮,fish kajika sculpin かじか さかな カジカ 水煮 魚 魚類
10083,＜魚類＞　（かじき類）　くろかじき　生,black black marlin fish kurokajiki marlin かじき かじき類 くろかじき さかな クロカジキ 生 魚 魚類
10084,＜魚類＞　（かじき類）　まかじき　生,fish kajiki makajiki marlin marlin makajiki かじき かじき類 さかな まかじき マカジキ 生 魚 魚類
10398,＜魚類＞　（かじき類）　めかじき　焼き,fish mekajiki swordfish かじき かじき類 さかな めかじき メカジキ 焼き 魚 魚類
10086,＜魚類＞　（かつお類）　かつお　春獲り　生,bonito fish katsuo katsuo skipjack skipjack skipjack tuna tuna かつお かつお類 さかな カツオ 春獲り 生 魚 魚類 鰹
10087,＜魚類＞　（かつお類）　かつお　秋獲り　生,bonito fish katsuo katsuo skipjack skipjack skipjack tuna tuna かつお かつお類 さかな カツオ 生 秋獲り 魚 魚類 鰹
10088,＜魚類＞　（かつお類）　そうだがつお　生,bonito fish frigate mackerel soda soda-gatsuo soudagatsuo sōdagatsuo sōdagatsuo soda-gatsuo かつお類 さかな そうだがつお ソウダガツオ 生 魚 魚類
10089,＜魚類＞　（かつお類）　加工品　なまり,bonito katsuo namari かつお かつお類 なまり なまり節 カツオ ナマリ 加工品 魚類 鰹 鰹なまり
10446,＜魚類＞　（かつお類）　加工品　裸節,bonito hadakabushi katsuobushi かつお かつお類 はだかぶし カツオ ハダカブシ 加工品 裸節 魚類 鰹
10091,＜魚類＞　（かつお類）　加工品　かつお節,bonito flake katsuobushi かつお かつおぶし かつお節 かつお類 カツオ カツオブシ 加工品 魚類 鰹 鰹節
10092,＜魚類＞　（かつお類）　加工品　削り節,bonito bonito flake flake katsuobushi shaved かつお かつお類 けずりぶし カツオ ケズリブシ 削り節 加工品 魚類 鰹
10097,＜魚類＞　（かつお類）　缶詰　油漬　フレーク,bonito bonito flake canned canned bonito flake katsuobushi かつお かつおフレーク かつお類 カツオフレーク フレーク 油漬 油漬け 缶詰 魚類 鰹 鰹フレーク
10098,＜魚類＞　かます　生,barracuda fish kamasu かます カマス 生 魚類
10099,＜魚類＞　かます　焼き,barracuda fish kamasu かます カマス 焼き 魚類
10100,＜魚類＞　（かれい類）　まがれい　生,flatfish flounder magarei marbled かれい かれい類 まがれい カレイ マガレイ 生 魚類 鰈
10101,＜魚類＞　（かれい類）　まがれい　水煮,flatfish flounder magarei marbled かれい かれい類 まがれい カレイ マガレイ 水煮 魚類 鰈
10102,＜魚類＞　（かれい類）　まがれい　焼き,flatfish flounder magarei marbled かれい かれい類 まがれい カレイ マガレイ 焼き 魚類 鰈
10103,＜魚類＞　（かれい類）　まこがれい　生,flatfish flounder mako mako flounder makogarei かれい かれい類 まこがれい カレイ マコガレイ 生 魚類 鰈
10399,＜魚類＞　（かれい類）　まこがれい　焼き,flatfish flounder mako mako flounder makogarei かれい かれい類 まこがれい カレイ マコガレイ 焼き 魚類 鰈
10104,＜魚類＞　（かれい類）　子持ちがれい　生,flatfish flounder flounder with roe with with roe かれい かれい類 こもちがれい カレイ コモチガレイ 子持ちがれい 子持ちカレイ 生 魚類 鰈
10105,＜魚類＞　（かれい類）　子持ちがれい　水煮,flatfish flounder flounder with roe with with roe かれい かれい類 こもちがれい カレイ コモチガレイ 子持ちがれい 子持ちカレイ 水煮 魚類 鰈
10106,＜魚類＞　（かれい類）　干しかれい,dried dried flounder flatfish flounder かれい かれい類 カレイ 干しかれい 魚類 鰈
10107,＜魚類＞　かわはぎ　生,filefish kawahagi leatherjacket かわはぎ カワハギ 生 魚類
10108,＜魚類＞　かんぱち　三枚おろし　生,amberjack fillet greater greater amberjack kanpachi かんぱち さんまいおろし カンパチ サンマイオロシ 三枚おろし 生 魚類
10424,＜魚類＞　かんぱち　背側　生,amberjack back greater greater amberjack kanpachi side かんぱち せがわ カンパチ 生 背側 背身 魚類
10109,＜魚類＞　きす　生,japanese japanese whiting kisu sillago whiting きす しろぎす キス シロギス 生 魚類 鱚
10110,＜魚類＞　きちじ　生,fish kichiji sea きちじ キチジ 生 魚類
10111,＜魚類＞　きびなご　生,herring kibinago round silver stripe きびなご キビナゴ 生 魚類
10114,＜魚類＞　キングクリップ　生,clip king kingklip キングクリップ 生 魚類
10115,＜魚類＞　ぎんだら　生,black cod gindara sablefish sablefish gindara ぎんだら ギンダラ 生 銀鱈 魚類
10401,＜魚類＞　ぎんだら　水煮,black cod gindara sablefish sablefish gindara ぎんだら ギンダラ 水煮 銀鱈 魚類
10116,＜魚類＞　きんめだい　生,alfonsino eye golden kinmedai kinmedai alfonsino snapper きんめだい キンメダイ 生 金目鯛 魚類
10117,＜魚類＞　ぐち　生,flathead guchi guchi flathead ぐち こち グチ 生 魚類 鯒
10118,＜魚類＞　ぐち　焼き,flathead guchi guchi flathead ぐち こち グチ 焼き 魚類 鯒
10119,＜魚類＞　こい　養殖　生,carp common koi koi carp こい コイ 生 養殖 魚類 鯉
10120,＜魚類＞　こい　養殖　水煮,carp common koi koi carp こい コイ 水煮 養殖 魚類 鯉
10121,＜魚類＞　こい　養殖　内臓　生,carp common gut innard koi koi carp offal こい ないぞう コイ ナイゾウ 内臓 生 養殖 魚類 鯉
10122,＜魚類＞　（こち類）　まごち　生,flathead magochi magochi flathead こち こち類 まごち コチ マゴチ 生 真鯒 魚類
10123,＜魚類＞　（こち類）　めごち　生,flathead megochi megochi flathead こち こち類 めごち コチ メゴチ 生 目鯒 魚類
10124,＜魚類＞　このしろ　生,gizzard gizzard shad konoshiro konoshiro gizzard shad このしろ コノシロ 生 魚類
10126,＜魚類＞　（さけ・ます類）　からふとます　生,karafuto karafuto masu karafutomasu masu salmon trout からふとます さけ ます類 カラフトマス 生 魚類
10127,＜魚類＞　（さけ・ます類）　からふとます　焼き,karafuto karafuto masu karafutomasu masu salmon trout からふとます さけ ます類 カラフトマス 焼き 魚類
10128,＜魚類＞　（さけ・ます類）　からふとます　塩ます,karafuto karafuto masu karafutomasu masu salmon trout からふとます さけ ます類 カラフトマス 塩ます 魚類
10129,＜魚類＞　（さけ・ます類）　からふとます　水煮缶詰,karafuto karafuto masu karafutomasu masu salmon trout からふとます さけ ます類 カラフトマス 水煮缶詰 魚類
10130,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　生,atlantic ginzake salmon salmon ginzake ぎんざけ さけ ます類 ギンザケ サーモン 生 銀鮭 養殖 魚類
10131,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　焼き,atlantic ginzake salmon salmon ginzake ぎんざけ さけ ます類 ギンザケ サーモン 焼き 銀鮭 養殖 魚類
10132,＜魚類＞　（さけ・ます類）　さくらます　生,cherry cherry salmon masu sakura sakuramasu sakuramasu cherry salmon trout さくらます さけ ます類 サクラマス 桜鱒 生 魚類
10133,＜魚類＞　（さけ・ます類）　さくらます　焼き,cherry cherry salmon salmon さくらます さけ ます ます類 サクラマス マス 桜鱒 焼き 魚類
10134,＜魚類＞　（さけ・ます類）　しろさけ　生,chum chum salmon salmon さけ しろさけ ます類 サケ シロサケ 生 白鮭 魚類 鮭
10135,＜魚類＞　（さけ・ます類）　しろさけ　水煮,chum chum salmon salmon さけ しろさけ ます類 サケ シロサケ 水煮 白鮭 魚類 鮭
10136,＜魚類＞　（さけ・ます類）　しろさけ　焼き,chum chum salmon salmon さけ しろさけ ます類 サケ シロサケ 焼き 白鮭 魚類 鮭
10137,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　生,aramaki aramaki salmon salmon さけ しろさけ ます類 サケ シロサケ 新巻き 新巻き鮭 新巻鮭 生 白鮭 魚類 鮭
10138,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　焼き,aramaki aramaki salmon salmon さけ しろさけ ます類 サケ シロサケ 新巻き 新巻き鮭 新巻鮭 焼き 白鮭 魚類 鮭
10139,＜魚類＞　（さけ・ます類）　しろさけ　塩ざけ,salmon salted salted salmon さけ しおざけ しろさけ ます類 サケ シロサケ 塩ざけ 塩鮭 白鮭 魚類 鮭
10143,＜魚類＞　（さけ・ます類）　しろさけ　水煮缶詰,canned canned salmon salmon さけ しろさけ ます類 サケ サケ缶 シロサケ 水煮缶詰 白鮭 魚類 鮭 鮭缶 鮭缶詰
10447,＜魚類＞　（さけ・ます類）　しろさけ　サケ節　削り節,flake salmon salmon flake さけ しろさけ ます類 サケ サケ節 シロサケ 削り節 白鮭 魚類 鮭 鮭削り節 鮭節
10144,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　生,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 生 皮つき 養殖 魚類
10433,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　水煮,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 水煮 皮つき 養殖 魚類
10434,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　蒸し,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 皮つき 蒸し 養殖 魚類
10435,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　電子レンジ調理,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 皮つき 電子レンジ調理 養殖 魚類
10145,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　焼き,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 焼き 皮つき 養殖 魚類
10436,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　ソテー,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン ソテー タイセイヨウサケ 大西洋サケ 大西洋鮭 皮つき 養殖 魚類
10438,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　生,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 生 皮なし 養殖 魚類
10439,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　水煮,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 水煮 皮なし 養殖 魚類
10440,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　蒸し,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 皮なし 蒸し 養殖 魚類
10441,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 皮なし 電子レンジ調理 養殖 魚類
10442,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,atlantic atlantic salmon salmon さけ たいせいようさけ ます類 アトランティックサーモン サーモン タイセイヨウサケ 大西洋サケ 大西洋鮭 焼き 皮なし 養殖 魚類
10443,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,pacific pacific salmon salmon さけ たいせいようさけ ます類 サケ サーモン ソテー タイセイヨウサケ 太平洋鮭 皮なし 養殖 魚類 鮭
10146,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,rainbow rainbow trout trout さけ にじます ます ます類 ニジマス マス 海面養殖 生 皮つき 虹鱒 魚類 鱒
10402,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,rainbow rainbow trout trout さけ にじます ます ます類 ニジマス マス 海面養殖 生 皮なし 虹鱒 魚類 鱒
10147,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,rainbow rainbow trout trout さけ にじます ます ます類 ニジマス マス 海面養殖 焼き 皮つき 虹鱒 魚類 鱒
10148,＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,rainbow rainbow trout trout さけ にじます ます ます類 ニジマス マス 淡水養殖 生 皮つき 虹鱒 魚類 鱒
10149,＜魚類＞　（さけ・ます類）　べにざけ　生,salmon sockeye sockeye salmon さけ べにざけ ます類 サケ ベニザケ 生 紅さけ 紅鮭 魚類 鮭
10150,＜魚類＞　（さけ・ます類）　べにざけ　焼き,salmon sockeye sockeye salmon さけ べにざけ ます類 サケ ベニザケ 焼き 紅さけ 紅鮭 魚類 鮭
10152,＜魚類＞　（さけ・ます類）　ますのすけ　生,cherry masu masu salmon salmon trout さけ ます ますのすけ ます類 マス マスノスケ 生 魚類 鱒
10153,＜魚類＞　（さけ・ます類）　ますのすけ　焼き,cherry masu masu salmon salmon trout さけ ます ますのすけ ます類 マス マスノスケ 焼き 魚類 鱒
10154,＜魚類＞　（さば類）　まさば　生,chub chub mackerel mackerel さば さば類 まさば サバ マサバ 生 真鯖 魚類 鯖
10155,＜魚類＞　（さば類）　まさば　水煮,chub chub mackerel mackerel さば さば類 まさば サバ マサバ 水煮 真鯖 魚類 鯖
10156,＜魚類＞　（さば類）　まさば　焼き,chub chub mackerel mackerel さば さば類 まさば サバ マサバ 焼き 真鯖 魚類 鯖
10403,＜魚類＞　（さば類）　まさば　フライ,chub chub mackerel mackerel さば さば類 まさば サバ フライ マサバ 真鯖 魚類 鯖
10404,＜魚類＞　（さば類）　ごまさば　生,goma goma mackerel mackerel ごまさば さば さば類 ゴマサバ サバ 生 胡麻鯖 魚類 鯖
10405,＜魚類＞　（さば類）　ごまさば　水煮,goma goma mackerel mackerel ごまさば さば さば類 ゴマサバ サバ 水煮 胡麻鯖 魚類 鯖
10406,＜魚類＞　（さば類）　ごまさば　焼き,goma goma mackerel mackerel ごまさば さば さば類 ゴマサバ サバ 焼き 胡麻鯖 魚類 鯖
10157,＜魚類＞　（さば類）　ごまさば　さば節,flake mackerel mackerel flake ごまさば さば さば節 さば類 ゴマサバ サバ サバ節 胡麻鯖 魚類 鯖 鯖節
10158,＜魚類＞　（さば類）　たいせいようさば　生,mackerel pacific pacific mackerel さば さば類 たいせいようさば まさば サバ タイセイヨウサバ マサバ 太平洋鯖 生 真鯖 魚類 鯖
10159,＜魚類＞　（さば類）　たいせいようさば　水煮,mackerel pacific pacific mackerel さば さば類 たいせいようさば まさば サバ タイセイヨウサバ マサバ 太平洋鯖 水煮 真鯖 魚類 鯖
10160,＜魚類＞　（さば類）　たいせいようさば　焼き,mackerel pacific pacific mackerel さば さば類 たいせいようさば まさば サバ タイセイヨウサバ マサバ 太平洋鯖 焼き 真鯖 魚類 鯖
10161,＜魚類＞　（さば類）　加工品　塩さば,mackerel saba salted salted mackerel さば さば類 サバ 加工品 塩さば 塩サバ 塩鯖 魚類 鯖
10162,＜魚類＞　（さば類）　加工品　開き干し,hiraki mackerel mackerel hiraki saba さば さばの開き さば類 ひもの サバ ヒモノ 加工品 干物 開き 開き干し 魚類 鯖
10164,＜魚類＞　（さば類）　缶詰　水煮,can canned canned mackerel mackerel saba さば缶 さば類 サバ缶 水煮 缶詰 缶詰め 魚類 鯖缶
10167,＜魚類＞　（さめ類）　あぶらつのざめ　生,aburatsunozame saba? shark あぶらつのざめ さめ さめ類 アブラツノザメ サメ 生 魚類 鮫
10168,＜魚類＞　（さめ類）　よしきりざめ　生,shark yoshikirizame さめ さめ類 よしきりざめ サメ ヨシキリザメ 生 魚類 鮫
10169,＜魚類＞　（さめ類）　ふかひれ,fin fukahire shark shark fin sharkfin さめ類 ふかひれ フカヒレ 魚類
10170,＜魚類＞　さより　生,halfbeak sayori sayori halfbeak さより サヨリ 生 細魚 魚類
10171,＜魚類＞　さわら　生,mackerel sawara sawara spanish spanish spanish mackerel さわら サワラ 生 魚類 鰆
10172,＜魚類＞　さわら　焼き,mackerel sawara sawara spanish spanish spanish mackerel さわら サワラ 焼き 魚類 鰆
10173,＜魚類＞　さんま　皮つき　生,pacific pacific saury sanma saury saury sanma さんま サンマ 生 皮つき 秋刀魚 魚類
10407,＜魚類＞　さんま　皮なし　生,pacific pacific saury sanma saury saury sanma さんま サンマ 生 皮なし 秋刀魚 魚類
10174,＜魚類＞　さんま　皮つき　焼き,pacific pacific saury sanma saury saury sanma さんま サンマ 焼き 皮つき 秋刀魚 魚類
10179,＜魚類＞　しいら　生,dolphinfish mahi mahi mahi mahi shiira mahimahi shiira しいら シイラ 生 魚類 鱪
10181,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,capelin shishamo shishamo capelin ししゃも ししゃも類 シシャモ 柳葉魚 焼き 生干し 魚類
10182,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,capelin karafuto karafuto shishamo shishamo shishamo capelin からふとししゃも ししゃも類 カラフト カラフトシシャモ 樺太ししゃも 生 生干し 魚類
10183,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,capelin karafuto karafuto shishamo shishamo shishamo capelin からふとししゃも ししゃも類 カラフト カラフトシシャモ 樺太ししゃも 焼き 生干し 魚類
10184,＜魚類＞　したびらめ　生,flounder shitabirame sole sole shitabirame tongue tongue sole したびらめ シタビラメ 生 舌平目 魚類
10185,＜魚類＞　しまあじ　養殖　生,aji aji striped jack shima shima aji shimaaji striped striped jack しまあじ アジ シマアジ 生 縞鯵 養殖 魚類 鯵
10186,＜魚類＞　しらうお　生,icefish shirauo shirauo whitebait whitebait しらうお シラウオ 生 白魚 魚類
10187,＜魚類＞　シルバー　生,silver しるばー シルバー 生 魚類
10188,＜魚類＞　すずき　生,bass japanese japanese sea sea sea bass suzuki すずき スズキ 生 魚類 鱸
10189,＜魚類＞　（たい類）　きだい　生,bream kidai sea sea bream yellow yellow sea きだい たい たい類 キダイ タイ 生 魚類 鯛 黄鯛
10190,＜魚類＞　（たい類）　くろだい　生,black black sea bream kurodai porgy sea sea bream くろだい たい たい類 クロダイ タイ 生 魚類 鯛 黒鯛
10191,＜魚類＞　（たい類）　ちだい　生,bream chidai chidai sea sea sea bream たい たい類 ちだい タイ チダイ 生 血鯛 魚類 鯛
10192,＜魚類＞　（たい類）　まだい　天然　生,bream madai red red sea sea sea bream たい たい類 まだい タイ マダイ 天然 生 真鯛 魚類 鯛
10193,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,bream madai red red sea sea sea bream たい たい類 まだい タイ マダイ 生 皮つき 真鯛 養殖 魚類 鯛
10194,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,bream madai red red sea sea sea bream たい たい類 まだい タイ マダイ 水煮 皮つき 真鯛 養殖 魚類 鯛
10195,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,bream madai red red sea sea sea bream たい たい類 まだい タイ マダイ 焼き 皮つき 真鯛 養殖 魚類 鯛
10408,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,bream madai red red sea sea sea bream たい たい類 まだい タイ マダイ 生 皮なし 真鯛 養殖 魚類 鯛
10196,＜魚類＞　たかさご　生,fish takasago たかさご タカサゴ 生 魚類
10197,＜魚類＞　たかべ　生,fish takabe たかべ タカベ 生 魚類
10198,＜魚類＞　たちうお　生,beltfish cutlassfish hairtail tachiuo たちうお タチウオ 太刀魚 生 魚類
10199,＜魚類＞　（たら類）　すけとうだら　生,alaska alaska pollock pollock suketoudara すけとうだら たら類 スケトウダラ 生 魚類
10200,＜魚類＞　（たら類）　すけとうだら　すり身,fish paste pollock suketoudara surimi すけとうだら すりみ すり身 たら類 スケトウダラ スリミ 魚類
10201,＜魚類＞　（たら類）　すけとうだら　すきみだら,minced minced pollock pollock suketoudara sukimidadara すきみ すきみだら すけとうだら たら類 スケトウダラ 魚類
10202,＜魚類＞　（たら類）　すけとうだら　たらこ　生,cod pollock roe suketoudara tarako すけとうだら たらこ たら類 スケトウダラ タラコ 生 魚類
10205,＜魚類＞　（たら類）　まだら　生,cod madara たら類 まだら マダラ 生 魚類 鱈
